THETA,RHO,YEAR,PARALLAX
48,2.2,2007,249.9668
42,2.1,2008
29,1.8,2009
17,1.6,2010
329,1.5,2013
288,1.4,2015
266,1.5,2016
206,2.1,2020
183,2.5,2023
